,group_id
53379,4
98845,4
53342,4
53280,4
57754,4
84805,4
53154,4
59447,4
6903,4
57522,4
59478,4
6028,4
1659,4
84446,4
101466,4
80870,4
80731,4
52865,4
73286,4
52804,4
126921,4
6019,4
75374,4
72022,4
56616,4
80655,4
1313,4
67925,4
793,4
5448,4
82393,4
81660,4
47935,4
97986,4
78909,4
5855,4
68222,4
5910,4
47076,4
5850,4
5856,4
110286,4
87334,4
68498,4
68519,4
81667,4
71243,4
118872,4
100058,4
47665,4
5866,4
82320,4
87356,4
82380,4
100056,4
7097,4
78858,4
67354,4
67370,4
78640,4
101922,4
79835,4
71533,4
78698,4
85186,4
82631,4
110132,4
48214,4
99839,4
110314,4
50379,4
71503,4
78838,4
774,4
85188,4
5950,4
48098,4
48035,4
87302,4
67748,4
100072,4
101884,4
71341,4
48198,4
130382,4
81669,4
120771,4
82139,4
70817,4
70742,4
82129,4
97998,4
79228,4
79775,4
82121,4
70724,4
110233,4
82070,4
125574,4
79207,4
82032,4
79771,4
82063,4
100038,4
110219,4
79767,4
119312,4
87568,4
70649,4
82047,4
79329,4
119836,4
47135,4
55826,4
69878,4
101006,4
119080,4
110181,4
68833,4
87387,4
82315,4
87390,4
127200,4
82280,4
79063,4
81679,4
85190,4
69981,4
81700,4
87408,4
82261,4
74590,4
81993,4
101799,4
101166,4
79191,4
69442,4
85268,4
5634,4
100040,4
79718,4
102290,4
69444,4
87469,4
872,4
85344,4
48501,4
78585,4
55298,4
6694,4
6131,4
71978,4
49663,4
2477,4
114678,4
56477,4
2480,4
6489,4
98471,4
78043,4
49739,4
87006,4
79955,4
139,4
81391,4
71940,4
78081,4
65304,4
78099,4
49435,4
87031,4
56474,4
70223,4
6691,4
114758,4
82920,4
49759,4
64921,4
50349,4
80074,4
5645,4
83316,4
64368,4
78000,4
83277,4
55292,4
693,4
83248,4
2438,4
50151,4
65063,4
102880,4
83244,4
55294,4
114439,4
6340,4
78009,4
83241,4
64845,4
78014,4
98477,4
71980,4
86900,4
5487,4
71986,4
48518,4
79936,4
82915,4
99746,4
66506,4
2535,4
70130,4
48901,4
80494,4
74675,4
48895,4
71700,4
82684,4
66868,4
112320,4
78278,4
79912,4
71638,4
71573,4
48817,4
100838,4
6655,4
87218,4
79882,4
48596,4
56336,4
67233,4
101097,4
79521,4
117549,4
79599,4
99733,4
85397,4
6490,4
6494,4
78122,4
115471,4
115611,4
71821,4
115680,4
6503,4
125521,4
87042,4
116082,4
99024,4
71748,4
5964,4
116787,4
6677,4
49050,4
66295,4
66051,4
46952,4
66152,4
116853,4
87059,4
49110,4
2679,4
1995,4
3919,4
891,4
6332,4
3895,4
1468,4
54780,4
6143,4
2522,4
50003,4
7228,4
5943,4
6615,4
6959,4
2902,4
2713,4
2808,4
79879,4
48943,4
3669,4
3130,4
5773,4
2667,4
5313,4
1702,4
2264,4
3063,4
2786,4
2868,4
2906,4
36397,4
6308,4
8977,4
387,4
2586,4
87,4
5109,4
4540,4
1311,4
2050,4
2041,4
45732,4
6425,4
4233,4
2354,4
42009,4
51937,4
59404,4
2650,4
7391,4
1445,4
51077,4
5462,4
197,4
1525,4
5141,4
8872,4
73000,4
4371,4
2907,4
56801,4
2471,4
1837,4
6374,4
3743,4
2668,4
80858,4
747,4
5883,4
2200,4
6631,4
55257,4
5573,4
4619,4
1474,4
5621,4
3021,4
4256,4
2945,4
5891,4
460,4
31221,4
7032,4
7739,4
5416,4
74868,4
6468,4
3860,4
2154,4
2063,4
2170,4
5212,4
435,4
4526,4
5879,4
4368,4
3394,4
4974,4
2953,4
419,4
173,4
4613,4
405,4
3864,4
3777,4
4073,4
54934,4
2773,4
5321,4
4744,4
4248,4
2574,4
3979,4
4603,4
66783,4
4732,4
58293,4
5583,4
69436,4
1850,4
3184,4
27888,4
8963,4
2635,4
33861,4
2158,4
4853,4
3322,4
96964,4
1971,4
32009,4
6564,4
3401,4
2147,4
2421,4
36509,4
45662,4
2122,4
6973,4
6653,4
984,4
7016,4
102,4
2107,4
5480,4
4621,4
53999,4
80222,4
8867,4
103727,4
4112,4
5089,4
79800,4
57536,4
61692,4
74864,4
74484,4
5919,4
100527,4
6707,4
6290,4
32017,4
564,4
5504,4
3354,4
5529,4
6157,4
3878,4
73929,4
696,4
1890,4
505,4
49649,4
4629,4
3857,4
634,4
43836,4
52460,4
880,4
33158,4
4818,4
43926,4
3921,4
4150,4
52279,4
7230,4
3212,4
8118,4
7148,4
61354,4
55955,4
98,4
3442,4
3443,4
60463,4
8755,4
60471,4
34538,4
55178,4
2678,4
5057,4
614,4
3025,4
74154,4
4260,4
4335,4
51903,4
97988,4
6585,4
2332,4
5549,4
8911,4
336,4
4596,4
4913,4
462,4
411,4
8850,4
70305,4
1364,4
4934,4
8852,4
89321,4
7229,4
5037,4
818,4
3509,4
33836,4
4131,4
2026,4
4213,4
4638,4
2778,4
3663,4
611,4
438,4
5428,4
19,4
2458,4
427,4
5439,4
8588,4
53859,4
3884,4
1473,4
5958,4
3439,4
93563,4
8810,4
3243,4
1591,4
8731,4
1831,4
3796,4
49528,4
63992,4
3459,4
54732,4
2995,4
46965,4
486,4
258,4
312,4
26819,4
2364,4
3626,4
2629,4
1431,4
95067,4
2755,4
4829,4
1519,4
60365,4
73089,4
6319,4
3520,4
5985,4
25946,4
39421,4
2768,4
111375,4
6000,4
3674,4
66762,4
91660,4
1052,4
66581,4
46919,4
4583,4
6861,4
110322,4
744,4
8137,4
5926,4
65552,4
8895,4
4834,4
5656,4
79868,4
100810,4
68482,4
7886,4
2365,4
3113,4
4305,4
2815,4
6686,4
618,4
5927,4
1665,4
3597,4
3017,4
30894,4
3146,4
3014,4
47261,4
566,4
5128,4
2888,4
1703,4
179,4
45666,4
5387,5
6250,5
3764,5
2042,5
4987,5
2339,5
40887,5
4402,5
1388,5
4092,5
1746,5
5172,5
243,5
160,5
6264,5
2606,5
27822,5
44225,5
51498,5
26688,5
6892,5
26841,5
80026,5
34177,5
8525,5
2913,5
5296,5
2737,5
96616,5
1427,5
36289,5
2608,5
67252,5
5478,5
2507,5
55261,5
44,5
2722,5
62394,5
5047,5
5942,5
5588,5
688,5
65567,5
2103,5
4417,5
4550,5
78266,5
3944,5
2663,5
5438,5
4665,5
1911,5
867,5
50445,5
43679,5
69253,5
6718,5
8639,5
184,5
7319,5
2095,5
5803,5
612,5
3388,5
3500,5
3316,5
95720,5
72165,5
5220,5
2279,5
4721,5
3385,5
3802,5
4462,5
59900,5
39715,5
1126,5
455,5
2098,5
61465,5
5530,5
44671,5
1062,5
117851,5
4134,5
71991,5
92192,5
31042,5
6715,5
5052,5
105351,5
7185,5
27180,5
71989,5
62925,5
71239,5
44241,5
50153,5
81180,5
3688,5
91273,5
4288,5
5130,5
7052,5
97946,5
72424,5
7021,5
66365,5
114704,5
49330,5
68923,5
5027,5
101273,5
3883,5
2358,5
7188,5
114601,5
81164,5
3778,5
2556,5
6700,5
6129,5
72407,5
46839,5
41912,5
5587,5
73515,5
1768,5
90061,5
32442,5
91450,5
5703,5
32354,5
2666,5
6321,5
1714,5
32325,5
4430,5
32285,5
5898,5
86094,5
47264,5
25913,5
4604,5
25959,5
5210,5
69453,5
4374,5
6600,5
1636,5
59910,5
3523,5
25786,5
34645,5
84732,5
55652,5
2703,5
74818,5
5913,5
33499,5
6876,5
3305,5
33294,5
3291,5
56614,5
5276,5
56779,5
396,5
6055,5
3374,5
75349,5
4490,5
416,5
7768,5
26696,5
1891,5
34373,5
7331,5
26684,5
2673,5
8136,5
34643,5
6014,5
4362,5
27351,5
8825,5
31742,5
6240,5
3601,5
607,5
41425,5
4656,5
4004,5
1001,5
3605,5
5405,5
3065,5
100581,5
3616,5
5086,5
4651,5
40969,5
5742,5
4663,5
52413,5
88699,5
7952,5
72601,5
4668,5
69131,5
1655,5
4876,5
6196,5
1771,5
71252,5
1583,5
585,5
1359,5
6720,5
99912,5
1881,5
3180,5
1605,5
116887,5
45442,5
34143,5
3840,5
2616,5
1526,5
4240,5
8373,5
90576,5
2007,5
5513,5
1514,5
56176,5
4162,5
120,5
6559,5
360,5
4132,5
436,5
4040,5
2497,5
295,5
3013,5
731,5
5582,5
3693,5
6168,5
7031,5
71325,5
7310,5
3287,5
55288,5
7014,5
5206,5
5471,5
7845,5
5705,5
4531,5
5433,5
6006,5
2253,5
673,5
81132,5
8934,5
4198,5
6475,5
7036,5
606,5
4643,5
6265,5
4756,5
1999,5
71205,5
6781,5
7523,5
5865,5
2169,5
53143,5
81083,5
3876,5
5185,5
4207,5
4699,5
50800,5
101296,5
41769,5
45100,5
5755,5
42710,5
83910,5
100083,5
2255,5
4942,5
8801,5
101283,5
66310,5
26842,5
72777,5
3797,5
75805,5
6788,5
4341,5
54768,5
41941,5
32834,5
8092,5
57538,5
6853,5
4717,5
5999,5
6534,5
4367,5
4203,5
3923,5
3955,5
148,5
87529,5
55241,5
2259,5
2451,5
59594,5
4758,5
5787,5
191,5
5507,5
5303,5
6320,5
57534,5
82378,5
1318,5
2389,5
12,5
2491,5
2296,5
92,5
4328,5
105835,5
6037,5
4988,5
4946,5
72380,5
77414,5
97643,5
939,5
5042,5
73488,5
1898,5
2350,5
5336,5
172,5
4673,5
234,5
3892,5
2004,5
5102,5
4593,5
3387,5
3981,5
3825,5
3004,5
4812,5
65193,5
1501,5
58494,5
5610,5
5041,5
4525,5
34292,5
4493,5
2008,5
1717,5
59429,5
2523,5
2367,5
48142,5
833,5
3867,5
44972,5
4639,5
1983,5
742,5
58107,5
2468,5
1503,5
619,5
2894,5
89190,5
1515,5
432,5
7142,5
967,5
600,5
7381,5
2878,5
2188,5
743,5
53464,5
64,5
510,5
6596,5
6484,5
1588,5
4620,5
32213,5
547,5
4534,5
3662,5
8799,5
81535,5
1330,5
6338,5
8947,5
1037,5
981,5
50802,5
45208,5
990,5
711,5
174,5
5382,5
2793,5
5092,5
78772,5
730,5
26526,5
95237,5
6045,5
73885,5
6074,5
8141,5
25811,5
71736,5
71738,5
4463,5
4421,5
93473,5
8518,5
8407,5
73457,5
6330,5
70607,5
95688,5
6191,5
70377,5
26430,5
79603,5
74582,5
71560,5
6061,5
74436,5
8240,5
7885,5
8685,5
4076,5
74131,5
6146,5
79475,5
74075,5
4556,5
75389,5
4560,5
8702,5
71390,5
78268,5
75440,5
6407,5
855,5
78916,5
8729,5
8648,5
5939,5
4242,5
6246,5
95519,5
80041,5
4310,5
96530,5
92314,5
7950,5
77715,5
8761,5
624,5
7930,5
4697,5
26245,5
6121,5
6481,5
79802,5
5976,5
26364,5
81059,5
6553,5
7916,5
130490,5
76747,5
71840,5
95197,5
4739,5
76778,5
8605,5
104431,5
104998,5
6095,5
6096,5
38,5
73106,5
706,5
8004,5
105292,5
78019,5
70927,5
6109,5
26512,5
5029,5
114182,5
124859,5
1864,5
91571,5
1861,5
108647,5
114670,5
40597,5
48883,5
83232,5
32686,5
6825,5
58094,5
32625,5
48972,5
88605,5
44511,5
6702,5
99721,5
7521,5
27811,5
7224,5
1349,5
83529,5
58287,5
83177,5
63194,5
88047,5
6846,5
33148,5
27431,5
66932,5
2601,5
82669,5
87287,5
5332,5
44949,5
117444,5
1181,5
66337,5
27480,5
44861,5
44844,5
116781,5
57269,5
84880,5
7174,5
5661,5
44779,5
65601,5
27595,5
91073,5
65243,5
87076,5
58365,5
1782,5
109042,5
59527,5
60825,5
60803,5
43419,5
50158,5
43391,5
86646,5
99487,5
7213,5
60618,5
32013,5
60590,5
51004,5
7443,5
113313,5
6998,5
3625,5
90424,5
1632,5
31588,5
3592,5
1567,5
31165,5
1666,5
5494,5
59382,5
2500,5
62153,5
44124,5
84613,5
90049,5
61950,5
90059,5
113071,5
41575,5
90673,5
61862,5
45259,5
3493,5
84504,5
41736,5
5184,5
110750,5
30994,5
113207,5
3687,5
1697,5
84469,5
51503,5
43853,5
2308,5
3902,5
116529,5
5394,5
26998,5
86145,5
46478,5
27004,5
5286,5
27075,5
46258,5
87499,5
34326,5
5408,5
109927,5
85585,5
82186,5
34170,5
112550,5
55154,5
87911,5
6894,5
55467,5
2192,5
86293,5
26966,5
52927,5
82068,5
69701,5
3191,5
7257,5
2127,5
70282,5
70206,5
26792,5
89114,5
89244,5
69917,5
110130,5
82015,5
5906,5
54455,5
69842,5
3229,5
26873,5
105731,5
6937,5
53569,5
69792,5
6907,5
7268,5
27223,5
43022,5
38435,5
38583,5
6642,5
91243,5
102660,5
7298,5
101893,5
47566,5
45578,5
6647,5
82608,5
87971,5
97665,5
85016,5
91227,5
5862,5
67607,5
45656,5
112497,5
82322,5
82633,5
2220,5
33750,5
485,5
784,5
5040,5
4770,5
885,5
157,5
64497,5
2328,5
6885,5
420,5
3600,5
2054,5
343,5
716,5
1920,5
4559,5
7000,5
1011,5
217,5
1055,5
5346,5
6379,5
6424,5
84395,5
79428,5
52283,5
26887,5
2038,5
1601,5
5308,5
6550,5
1603,5
1550,5
4290,5
34321,5
2082,5
4164,5
2865,5
6203,5
667,5
26124,5
7707,5
6976,5
6687,5
3705,5
305,5
85510,5
3587,5
6039,5
2016,5
3636,5
67788,5
5771,5
31867,5
4485,5
27833,5
74532,5
4154,5
2705,5
4453,5
31427,5
3968,5
2898,5
1382,5
4482,5
6517,5
761,5
5170,5
8831,5
2787,5
52456,5
43930,5
4487,5
95207,5
710,5
3225,5
2126,5
6763,5
6092,5
94953,5
106030,5
2486,5
1780,5
679,5
6349,5
64508,5
5080,5
54270,5
8527,5
53993,5
2402,5
42723,5
513,5
5900,5
697,5
27839,5
1970,5
7454,5
2428,5
437,5
1004,5
2699,5
8870,5
1091,5
4275,5
2121,5
2034,5
45730,5
32022,5
641,5
53140,5
31700,5
3782,5
67534,5
44317,5
567,5
73572,5
54648,5
54510,5
2831,5
463,5
3257,5
26629,5
3697,5
325,5
4929,5
518,5
7308,5
332,5
4808,5
1752,5
3977,5
32302,5
1539,5
2767,5
5655,5
50189,5
3773,5
3484,5
80551,5
4618,5
379,5
839,5
67186,5
40339,5
2710,5
4394,5
209,5
53435,5
4386,5
2856,5
5264,5
5420,5
70336,5
2136,5
119155,5
94867,5
701,5
112070,5
2685,5
105585,5
64231,5
7784,5
4962,5
65817,5
71285,5
77206,5
45852,5
52424,5
103055,5
6548,5
48326,5
1903,5
1908,5
27192,5
6635,5
1045,5
3454,5
91266,5
55245,5
89490,5
2417,5
32385,5
5030,5
93287,5
127,5
4895,5
113348,5
6396,5
5362,5
558,5
1622,5
31284,5
1779,5
829,5
8969,5
4480,5
256,5
2882,5
5427,5
3660,5
1475,5
7255,5
3785,5
1668,5
5192,5
391,5
2269,5
45726,5
212,5
1829,5
6880,5
2399,5
1991,5
2814,5
6657,5
5186,5
6176,5
103137,5
499,5
2293,5
100390,5
44815,5
73804,5
4281,5
3057,5
41411,5
4069,5
2372,5
881,5
540,5
849,5
459,5
4396,5
6730,5
2765,5
2900,5
2656,5
7988,5
5355,5
5874,5
1058,5
2215,5
3340,5
58975,5
71537,5
6541,5
4587,5
8907,5
2411,5
3177,5
2322,5
424,5
108928,5
274,5
15,5
196,5
61350,5
4155,5
6952,5
631,5
4654,5
3120,5
32019,5
104074,5
1770,5
3326,5
6058,5
1894,5
1426,5
3208,5
2051,5
4727,5
201,5
2492,5
31433,5
3438,5
2893,5
2558,5
840,5
418,5
4003,5
4247,5
208,5
7004,5
53131,5
36513,5
2785,5
4860,5
8452,5
2811,5
2281,5
8756,5
6252,5
4702,5
78612,5
110809,5
52443,5
43971,5
44073,5
50533,5
2837,5
7192,5
44611,5
4622,5
8750,5
78319,5
8734,5
104245,5
8688,5
6154,5
110968,5
8577,5
43549,5
42285,5
47092,5
50892,5
6313,5
2260,5
44100,5
4667,5
2223,5
2680,5
86725,5
8579,5
8713,5
4905,5
79987,5
101112,5
6326,5
3817,5
5807,5
6688,5
7399,5
27550,5
116841,5
27524,5
32078,5
734,5
4390,5
66517,5
5829,5
25908,5
4400,5
27450,5
4983,5
71418,5
6406,5
61264,5
5848,5
68173,5
58520,5
3465,5
65181,5
4149,5
81385,5
26314,5
61289,5
5768,5
61816,5
60946,5
61934,5
7958,5
7479,5
103655,5
31349,5
30767,5
1386,5
7418,5
60503,5
31636,5
26257,5
4269,5
27875,5
114033,5
92681,5
5798,5
90350,5
92768,5
27705,5
3570,5
112911,5
80405,5
107702,5
84980,5
3373,5
34330,5
7808,5
27217,5
69466,5
74486,5
82041,5
70565,5
56945,5
879,5
97692,5
85305,5
55705,5
74701,5
55603,5
33815,5
5627,5
70064,5
8241,5
4088,5
3389,5
7272,5
8891,5
6627,5
70201,5
3407,5
1842,5
91304,5
8255,5
91323,5
81702,5
4140,5
6551,5
69421,5
3395,5
68685,5
4579,5
1667,5
2374,5
413,5
166,5
4614,5
85131,5
4867,5
32298,5
275,5
3999,5
330,5
86835,5
7340,5
7374,5
3912,5
60514,5
74688,5
7161,5
75,5
1713,5
2429,5
132,5
42007,5
1756,5
1167,5
60760,5
8946,5
8835,5
4146,5
1804,5
2531,5
4068,5
6812,5
67197,5
4343,5
5678,5
4012,5
2942,5
1070,5
2853,5
59715,5
498,5
5490,5
4193,5
117590,5
27402,5
3810,5
5347,5
7383,5
5854,5
1806,5
99957,5
6311,5
4267,5
4206,5
4287,5
4740,5
2724,5
2735,5
2796,5
4089,5
5796,5
1438,5
44731,5
4181,5
3423,5
2805,5
528,5
1590,5
2789,5
55946,5
4719,5
4890,5
39231,5
4369,5
3378,5
1652,5
4032,5
2675,5
95449,5
6351,5
2740,5
6860,5
6554,5
59339,5
41831,5
7157,5
8787,5
2226,5
6747,5
8024,5
72393,5
4317,5
7024,5
49282,5
7047,5
4779,5
4250,5
82852,5
27664,5
27584,5
2532,5
4,5
2589,5
7104,5
6212,5
6060,5
3841,5
2978,5
3436,5
5395,5
3571,5
3453,5
2032,5
1816,5
1593,5
1762,5
798,5
327,5
842,5
2266,5
5425,5
80880,5
46974,5
81516,5
87430,5
4887,5
2661,5
479,5
1523,5
637,5
48416,5
4221,5
3428,5
5337,5
96110,5
2829,5
1646,5
4696,5
1373,5
3553,5
3235,5
182,5
3988,5
46335,5
5151,5
6595,5
5216,5
5657,5
4997,5
99525,5
7220,5
5467,5
95543,5
5414,5
5486,5
6172,5
6161,5
8043,5
8375,5
5551,5
6670,5
5550,5
5327,5
7480,5
6757,5
5173,5
3119,5
59908,5
871,5
26871,5
68901,5
2838,5
54121,5
74886,5
74916,5
2658,5
37,5
4209,5
245,5
26189,5
92198,5
26117,5
4521,5
93578,5
53326,5
93766,5
76866,5
70912,5
8994,5
1832,5
95311,5
90434,5
698,5
57854,5
58895,5
8680,5
31000,5
639,5
2446,5
4989,5
2314,5
44840,5
3258,5
4229,5
68941,5
992,5
5808,5
1824,5
267,5
47044,5
3537,5
1168,5
3602,5
1662,5
40962,5
3515,5
3619,5
489,5
6263,5
20,5
5984,5
8927,5
2646,5
4093,5
5307,5
2435,5
554,5
53207,5
5397,5
5663,5
2530,5
3192,5
4780,5
3141,5
4505,5
6177,5
4660,5
112868,5
4594,5
3449,5
254,5
3419,5
8868,5
5824,5
1899,5
8899,5
2055,5
4602,5
2876,5
45106,5
2505,5
2751,5
82499,5
64116,5
2485,5
4532,5
3837,5
6523,5
6997,5
5334,5
6280,5
3901,5
2387,5
4355,5
4677,5
4333,5
4682,5
250,5
2091,5
1854,5
70663,5
5492,5
4766,5
48560,5
70643,5
26317,5
7959,5
4354,5
101076,5
96815,5
104457,5
50703,5
8929,5
114795,5
4755,5
101415,5
50259,5
2299,5
79910,5
5639,5
4832,5
5393,5
6927,5
1548,5
88515,5
398,5
86059,5
53883,5
2512,5
525,5
8543,5
4715,5
53349,5
26383,5
91626,5
61037,5
6814,5
59105,5
6010,5
99220,5
26915,5
7657,5
5031,5
3157,5
464,5
4524,5
8369,5
569,5
153,5
415,5
2410,5
1329,5
53974,5
5459,5
2241,5
5312,5
1640,5
6260,5
5363,5
4568,5
703,5
1472,5
1647,5
4232,5
788,5
6518,5
61210,5
1574,5
114060,5
9005,5
2040,5
6243,5
2375,5
3937,5
7029,5
93982,5
6294,5
1604,5
5171,5
1586,5
74450,5
4153,5
2794,5
3562,5
72762,5
4137,5
1930,5
5990,5
3642,5
2821,5
6805,5
6602,5
3708,5
6500,5
5302,5
80846,5
7249,5
2651,5
73511,5
5322,5
5908,5
8382,5
96691,5
100163,5
58870,5
4320,5
55566,5
92393,5
98230,5
4418,5
7923,5
2214,5
47956,5
51063,5
84189,5
6259,5
66059,5
92422,5
5531,5
5611,5
512,5
809,5
1100,5
2369,5
3264,5
3987,5
447,5
54771,5
1551,5
1440,5
76175,5
4270,5
7636,5
27478,5
80094,5
55255,5
52717,5
57401,5
1489,5
1379,5
51086,5
4990,5
4683,5
58297,5
7102,5
186,5
278,5
61250,5
47937,5
1783,5
54785,5
2093,5
5961,5
58418,5
3672,5
5455,5
5665,5
99741,5
69304,5
4986,5
4898,5
3380,5
4289,5
59709,5
2615,5
5415,5
146,5
2625,5
725,5
32596,5
47952,5
7150,5
5524,5
1609,5
445,5
836,5
6012,5
6883,5
42013,5
656,5
3254,5
122,5
2613,5
3127,5
99,5
1461,5
4466,5
51024,5
85796,5
4476,5
7719,5
6132,5
26782,5
91548,5
27784,5
5134,5
5495,5
4908,5
61705,5
70093,5
25886,5
40952,5
1488,5
2327,5
3846,5
78679,5
4159,5
5481,5
48,5
779,5
45501,5
6219,5
1848,5
3324,5
1021,5
5449,5
2504,5
315,5
2123,5
5463,5
80775,5
7315,5
4828,5
80398,5
4653,5
3909,5
2356,5
27193,5
63393,5
82447,5
2453,5
34150,5
81417,5
4757,5
466,5
4558,5
2752,5
8919,5
177,5
5401,5
46062,5
804,5
732,5
31223,5
96367,5
77240,5
7119,5
5399,5
91628,5
62137,5
63,5
1974,5
40851,5
7976,5
47124,5
4053,5
2267,5
2418,5
7366,5
43871,5
6116,5
104925,5
5521,5
3139,5
77201,5
2638,5
33495,5
72043,5
2378,5
85056,5
31445,5
51575,5
4496,5
8526,5
283,5
3758,5
6238,5
3540,5
87483,5
6646,5
8578,5
7650,5
4872,5
2540,5
6134,5
90522,5
7389,5
6315,5
67799,5
5928,5
6882,5
5255,5
2142,5
2201,5
4518,5
4228,5
3719,5
1391,5
5563,5
3584,5
7173,5
2590,5
200,5
4915,5
72378,6
68749,6
52462,6
106062,6
1346,6
674,6
2741,6
85022,6
2052,6
2377,6
7193,6
2472,6
2445,6
1513,6
4415,6
7294,6
70697,6
4293,6
7781,6
4167,6
3611,6
4492,6
73319,6
48877,6
1544,6
2546,6
3452,6
2419,6
58655,6
6403,6
6665,6
82202,6
8640,6
2135,6
1341,6
996,6
4584,6
1410,6
1833,6
1876,6
3711,6
533,6
72919,6
95583,6
94015,6
1600,6
4591,6
70687,6
1841,6
3986,6
2844,6
1432,6
4084,6
1053,6
61697,6
7017,6
51925,6
4862,6
45382,6
6703,6
52694,6
71129,6
65685,6
3375,6
1917,6
4373,6
69278,6
30818,6
5111,6
8119,6
231,6
8808,6
3623,6
1363,6
81791,6
782,6
1565,6
1405,6
228,6
8916,6
93805,6
3765,6
4692,6
7541,6
3557,6
3590,6
3707,6
2316,6
81156,6
2753,6
344,6
2084,6
50064,6
50792,6
2717,6
67695,6
2598,6
36401,6
548,6
532,6
869,6
7065,6
67193,6
52644,6
370,6
4718,6
1888,6
50804,6
8361,6
74530,6
3957,6
68793,6
7376,6
34336,6
1191,6
1690,6
2416,6
55577,6
2335,6
42,6
410,6
3247,6
6255,6
73202,6
71670,6
78358,6
79830,6
78737,6
61018,6
73168,6
6511,6
61073,6
79870,6
78583,6
73188,6
71743,6
83912,6
61394,6
78413,6
78420,6
80903,6
78536,6
61312,6
61319,6
79923,6
78245,6
71640,6
83760,6
100423,6
71201,6
100426,6
83590,6
83562,6
73245,6
63189,6
63276,6
79946,6
73314,6
71116,6
63332,6
78066,6
78128,6
83773,6
100836,6
73232,6
61473,6
61493,6
79927,6
78276,6
6417,6
71606,6
99560,6
71550,6
6532,6
71426,6
6536,6
62198,6
78207,6
71357,6
78181,6
6262,6
78885,6
82244,6
71792,6
84467,6
6778,6
6465,6
79251,6
79222,6
100277,6
59463,6
59485,6
6210,6
79213,6
100401,6
79203,6
84453,6
59621,6
84450,6
59256,6
99448,6
59159,6
6207,6
72995,6
58898,6
72874,6
79651,6
100393,6
58922,6
84483,6
79588,6
72735,6
58941,6
84481,6
59016,6
6205,6
100322,6
79551,6
72516,6
6507,6
100942,6
59753,6
84148,6
78978,6
78955,6
100840,6
71926,6
78934,6
84128,6
78054,6
60585,6
84114,6
99537,6
84092,6
71823,6
60914,6
71817,6
72045,6
72342,6
81276,6
80928,6
79197,6
72249,6
59834,6
6431,6
81027,6
59935,6
81225,6
84302,6
60124,6
79111,6
60135,6
72212,6
78993,6
78980,6
6479,6
81248,6
81405,6
70932,6
71067,6
80763,6
75808,6
99906,6
82030,6
69830,6
67845,6
75428,6
6336,6
67869,6
67894,6
67949,6
75351,6
80447,6
69811,6
82491,6
99861,6
82053,6
75816,6
80424,6
80361,6
6658,6
76158,6
69974,6
67070,6
76063,6
80421,6
67096,6
67361,6
67420,6
69957,6
67501,6
67618,6
69873,6
82022,6
73831,6
82061,6
74738,6
68175,6
73989,6
69381,6
99992,6
80677,6
68831,6
6634,6
6632,6
82306,6
74129,6
68899,6
80701,6
82274,6
69280,6
82271,6
74159,6
68614,6
68612,6
68600,6
68541,6
68242,6
68337,6
68462,6
99910,6
69611,6
82356,6
69552,6
80808,6
74657,6
69448,6
74506,6
74491,6
6369,6
74434,6
73912,6
82332,6
82131,6
63436,6
66981,6
81957,6
83374,6
80141,6
77729,6
64325,6
64524,6
73449,6
83246,6
64942,6
70659,6
73478,6
65111,6
70656,6
77719,6
77667,6
80162,6
83437,6
77370,6
80139,6
73330,6
79994,6
70976,6
70968,6
78032,6
77893,6
6275,6
83480,6
69224,6
6278,6
100438,6
77881,6
70740,6
63793,6
77810,6
73328,6
6701,6
73664,6
80204,6
77332,6
81903,6
66503,6
6575,6
81930,6
66511,6
6312,6
99811,6
82715,6
70118,6
76860,6
76818,6
80258,6
6661,6
80283,6
82643,6
77229,6
66344,6
70410,6
70418,6
65370,6
73668,6
65603,6
70597,6
65764,6
81898,6
65770,6
80816,6
65882,6
70425,6
70421,6
77264,6
73744,6
66304,6
77231,6
82747,6
77318,6
76189,6
8458,6
58826,6
27158,6
7627,6
91288,6
27297,6
27310,6
91216,6
91195,6
27447,6
27458,6
27469,6
96909,6
27485,6
27530,6
27576,6
27598,6
27603,6
27627,6
27643,6
27648,6
91031,6
96985,6
27797,6
96991,6
27828,6
27862,6
27096,6
27092,6
91335,6
91353,6
26523,6
91743,6
96543,6
7828,6
26542,6
91709,6
91697,6
26566,6
26581,6
26582,6
96578,6
26593,6
27864,6
26602,6
91632,6
7783,6
7769,6
26723,6
26755,6
96629,6
26774,6
91537,6
26801,6
26834,6
26835,6
27009,6
26603,6
96514,6
90748,6
30659,6
32617,6
7342,6
32655,6
32674,6
97395,6
32788,6
89930,6
97470,6
97552,6
89908,6
32890,6
32902,6
32941,6
32959,6
33027,6
89767,6
89703,6
33134,6
33201,6
89616,6
89596,6
33296,6
33443,6
33445,6
33533,6
32589,6
90015,6
90017,6
7372,6
97128,6
97148,6
90632,6
30896,6
31032,6
31083,6
90556,6
90549,6
31359,6
31647,6
31664,6
90256,6
27903,6
31975,6
32122,6
32128,6
32151,6
32162,6
90241,6
90239,6
32345,6
32347,6
90118,6
32389,6
32419,6
32551,6
7400,6
91749,6
26514,6
7837,6
8940,6
8942,6
8206,6
8953,6
8964,6
8990,6
8196,6
93923,6
9001,6
9006,6
8168,6
93834,6
25742,6
25747,6
25749,6
93719,6
95890,6
25770,6
93674,6
25789,6
93500,6
25841,6
8070,6
8068,6
