userId,n_u
38844,437
38854,620
38861,42
38867,52
38880,83
38894,28
38897,240
38928,52
38933,215
38941,37
38980,163
39008,82
39014,46
39035,75
39039,61
39040,93
39074,84
39089,490
39090,104
39099,1418
39114,519
39116,134
39117,412
39118,22
39127,22
39131,46
39141,22
39145,28
39148,27
39164,595
39184,175
39187,22
39197,168
39204,32
39213,91
39216,158
39244,22
39251,129
39253,322
39272,32
39280,95
39290,112
39321,22
39323,52
39325,20
39338,21
39344,89
39377,41
39397,403
39436,321
39437,688
39462,146
39468,113
39479,44
39483,50
39514,123
39518,174
39526,24
39539,32
39543,30
39544,160
39564,51
39580,48
39582,343
39592,94
39613,556
39623,958
39633,21
39710,183
39718,49
39726,43
39733,28
39739,239
39744,208
39758,21
39760,307
39770,243
39784,21
39787,39
39791,190
39799,25
39824,29
39833,22
39840,91
39841,48
39847,215
39866,45
39896,33
39905,224
39919,114
39939,181
39941,375
39944,67
39946,33
39960,26
39976,65
39977,36
40000,27
40016,107
40032,247
40052,735
40055,116
40095,32
40105,374
40112,318
40124,44
40146,55
40185,181
40190,20
40191,91
40202,181
40228,65
40243,145
40250,34
40288,106
40297,42
40331,75
40337,100
40356,22
40432,35
40448,197
40450,25
40455,623
40486,145
40489,193
40505,127
40509,73
40553,57
40568,33
40570,35
40587,256
40616,362
40648,315
40657,55
40671,85
40683,254
40698,24
40712,43
40726,83
40736,208
40742,43
40749,112
40756,55
40761,510
40772,171
40775,36
40787,20
40831,41
40834,50
40836,100
40853,361
40858,51
40864,54
40867,196
40872,39
40873,44
40888,22
40894,54
40910,27
40914,20
40927,108
40932,100
40945,123
40954,56
40955,218
40967,588
40999,60
41009,57
41017,105
41018,258
41037,26
41044,94
41045,52
41075,20
41076,25
41081,41
41086,38
41089,179
41113,81
41141,99
41162,53
41172,43
41181,57
41194,346
41201,151
41209,44
41224,35
41250,150
41252,65
41256,26
41272,49
41274,22
41277,629
41280,193
41296,139
41330,124
41338,195
41387,20
41389,605
41390,30
41395,21
41397,192
41412,60
41420,49
41440,121
41443,139
41455,78
41467,59
41469,40
41501,28
41508,25
41511,22
41527,355
41528,34
41533,47
41537,188
41543,102
41547,69
41549,120
41573,75
41577,25
41607,67
41608,47
41614,55
41626,96
41655,91
41672,54
41685,115
41701,52
41709,28
41714,871
41758,177
41759,22
41762,73
41769,59
41773,30
41826,63
41833,165
41851,47
41886,20
41899,27
41909,286
41910,25
41912,46
41917,85
41925,534
41927,60
41942,35
41947,31
41955,40
41962,30
41986,98
42010,63
42049,48
42054,318
42079,154
42081,80
42089,26
42090,56
42096,2158
42115,20
42124,1045
42152,1224
42162,351
42176,22
42184,93
42190,34
42193,64
42202,124
42224,62
42228,1547
42229,642
42232,29
42289,29
42295,63
42299,95
42305,39
42325,24
42327,34
42335,72
42384,46
42391,77
42400,136
42426,57
42453,75
42480,32
42494,54
42505,67
42516,29
42520,62
42541,192
42594,54
42603,155
42616,198
42643,121
42649,52
42675,39
42701,79
42715,24
42725,113
42736,20
42737,103
42753,874
42768,23
42773,98
42797,58
42817,58
42824,79
42825,21
42833,25
42854,183
42857,27
42889,96
42895,232
42908,64
42955,59
42993,30
43017,119
43080,31
43085,34
43086,108
43090,53
43093,189
43099,274
43117,32
43148,36
43177,76
43203,71
43231,58
43234,28
43245,21
43268,308
43275,20
43311,65
43313,28
43316,98
43345,398
43351,115
43364,47
43367,57
43371,61
43415,113
43416,64
43424,29
43428,22
43437,48
43452,20
43455,174
43457,151
43464,21
43469,217
43481,91
43482,69
43487,36
43497,41
43523,96
43524,35
43528,95
43533,160
43558,27
43578,283
43588,44
43595,73
43602,232
43624,29
43634,69
43636,625
43638,118
43639,244
43650,22
43655,58
43658,33
43677,24
43689,71
43693,134
43695,122
43704,36
43714,29
43723,31
43725,124
43731,44
43784,22
43790,27
43796,171
43806,105
43808,41
43810,92
43812,23
43815,22
43827,27
43848,108
43852,365
43855,87
43857,104
43864,581
43865,35
43892,99
43904,60
43913,37
43927,21
43932,33
43956,42
43957,23
43959,29
43964,49
43975,334
43977,230
43978,50
43982,69
44009,538
44017,159
44020,66
44035,153
44046,32
44075,24
44085,356
44098,98
44120,189
44132,24
44141,418
44158,25
44168,29
44178,50
44189,172
44191,422
44195,21
44211,126
44212,82
44224,35
44226,619
44231,26
44239,231
44247,125
44259,64
44260,26
44291,29
44307,184
44310,23
44318,237
44325,30
44327,30
44357,73
44383,30
44433,290
44437,32
44444,25
44496,181
44511,257
44542,47
44550,122
44551,21
44560,160
44576,1117
44577,272
44579,21
44597,187
44599,175
44607,30
44638,96
44641,173
44664,184
44676,56
44696,323
44709,24
44710,226
44712,97
44713,29
44729,22
44738,22
44753,27
44762,968
44776,42
44777,20
44790,624
44798,83
44833,38
44835,34
44854,42
44862,55
44867,97
44918,148
44922,47
44926,98
44938,126
44946,201
44981,49
44987,29
45028,34
45034,98
45059,20
45060,813
45064,647
45078,82
45080,194
45104,36
45136,28
45148,121
45149,161
45150,21
45154,135
45159,525
45170,143
45172,58
45173,27
45185,47
45195,78
45201,20
45203,52
45205,56
45221,205
45264,53
45305,56
45321,107
45357,538
45384,84
45402,111
45405,22
45416,23
45426,104
45439,20
45450,42
45470,23
45478,54
45496,33
45497,26
45499,489
45509,50
45522,59
45531,28
45551,101
45591,98
45601,50
45611,40
45621,64
45632,43
45634,179
45648,53
45664,56
45666,354
45691,49
45698,166
45705,38
45759,90
45762,105
45764,49
45812,28
45823,21
45849,161
45861,39
45868,33
45883,111
45896,35
45909,27
45924,97
45926,56
45931,109
45938,35
45941,260
45956,30
45961,524
45989,512
46006,159
46019,45
46031,200
46038,42
46127,20
46129,43
46141,119
46153,73
46160,51
46173,60
46194,92
46218,269
46241,21
46259,75
46280,107
46294,53
46296,31
46310,125
46311,74
46316,200
46350,233
46352,110
46355,771
46396,2241
46404,499
46411,25
46420,78
46432,219
46447,597
46451,25
46488,60
46492,22
46529,80
46531,354
46532,42
46549,749
46579,685
46584,27
46597,100
46601,31
46607,215
46608,31
46632,21
46637,23
46669,48
46672,24
46681,35
46697,53
46699,81
46706,42
46712,25
46714,106
46719,156
46744,1713
46763,24
46769,812
46771,71
46772,54
46775,33
46776,488
46791,108
46792,47
46793,68
46801,25
46809,295
46850,22
46856,192
46859,132
46868,73
46875,67
46893,20
46894,132
46901,44
46906,320
46913,93
46952,29
46957,75
46966,127
46987,285
47001,46
47008,36
47009,82
47032,178
47038,324
47073,63
47106,27
47108,27
47109,42
47111,78
47123,105
47137,82
47141,63
47144,89
47158,70
47170,40
47185,21
47186,173
47206,56
47210,28
47234,61
47270,29
47272,174
47295,21
47331,28
47372,25
47375,20
47380,291
47422,987
47424,20
47434,163
47451,395
47476,994
47538,42
47556,174
47558,124
47559,895
47572,163
47597,28
47611,276
47625,25
47626,25
47698,125
47713,47
47744,547
47820,43
47826,74
47929,33
47942,56
47947,41
47953,762
47957,273
47966,45
47976,86
48029,70
48030,98
48032,195
48071,242
48079,150
48097,89
48115,34
48129,89
48145,205
48154,181
48178,109
48188,197
48222,46
48226,137
48250,23
48339,32
48342,117
48378,46
48390,44
48428,124
48437,51
48445,253
48461,259
48494,319
48498,980
48522,20
48527,1412
48551,877
48553,23
48559,21
48566,41
48568,1410
48588,219
48604,55
48708,32
48756,70
48816,334
48821,1119
48823,30
48840,20
48857,67
48924,31
48931,200
48951,77
48970,202
49033,109
49037,158
49043,32
49049,63
49067,353
49085,89
49107,20
49122,440
49126,58
49134,102
49166,70
49169,83
49176,227
49199,42
49217,114
49252,37
49281,225
49296,79
49313,51
49331,43
49336,417
49352,42
49353,31
49358,114
49365,507
49370,152
49376,112
49406,64
49407,28
49408,181
49409,26
49415,65
49423,64
49433,27
49435,59
49456,322
49466,165
49486,256
49494,58
49503,256
49587,20
49589,49
49591,23
49646,22
49691,163
49701,79
49733,44
49760,26
49784,79
49833,29
49840,85
49846,104
49861,53
49869,107
49884,40
49886,29
49947,31
49968,68
49975,60
49983,24
49993,22
49995,73
50009,24
50039,42
50054,46
50059,52
50063,39
50065,21
50074,216
50086,38
50104,122
50106,40
50130,372
50132,45
50156,191
50161,224
50164,24
50167,103
50177,56
50184,372
50228,49
50235,65
50244,22
50248,55
50255,88
50258,83
50261,151
50280,81
50304,54
50320,40
50337,147
50356,134
50380,30
50419,22
50486,26
50493,110
50513,22
50565,153
50580,73
50595,532
50626,43
50631,35
50633,31
50635,134
50652,112
50658,338
50668,176
50677,415
50683,71
50693,41
50712,373
50723,135
50725,46
50753,169
50755,100
50756,89
50764,151
50777,143
50779,24
50792,99
50796,258
50799,43
50825,24
50828,26
50832,30
50840,29
50846,137
50848,70
50858,185
50880,68
50881,34
50948,53
50970,24
51019,21
51066,44
51071,79
51080,156
51091,212
51133,32
51145,230
51150,91
51168,49
51174,21
51185,100
51210,279
51214,102
51221,40
51227,1598
51237,300
51239,59
51248,23
51263,74
51274,116
51282,21
51287,24
51289,74
51301,59
51344,340
51346,33
51352,107
51379,87
51403,43
51409,21
51452,76
51466,798
51497,61
51512,37
51514,117
51522,229
51529,64
51536,21
51547,255
51553,352
51573,89
51574,205
51585,82
51593,21
51610,159
51621,111
51633,353
51636,23
51661,69
51668,172
51678,28
51685,39
51703,3541
51704,36
51706,20
51715,529
51732,26
51734,20
51757,34
51761,36
51783,279
51794,106
51817,53
51834,665
51845,36
51846,38
51854,162
51894,559
51907,160
51980,359
52012,120
52016,44
52054,323
52087,42
52093,54
52119,134
52149,25
52188,47
52189,152
52253,40
52267,104
52268,50
52288,101
52297,494
52313,106
52318,108
52331,108
52344,298
52346,98
52347,176
52379,37
52380,32
52389,139
52406,368
52409,62
52436,169
52455,22
52474,39
52479,1061
52480,327
52482,90
52483,71
52500,24
52505,34
52530,20
52548,192
52552,52
52582,74
52594,73
52598,72
52604,77
52625,185
52637,575
52644,23
52661,1289
52667,229
52688,486
52693,54
52696,297
52697,323
52698,1165
52718,31
52754,77
52755,91
52765,24
52767,240
52779,266
52782,25
52795,581
52797,31
52802,111
52809,144
52813,27
52817,40
52821,101
52861,21
52876,81
52898,666
52908,30
52927,507
52957,53
52969,33
52980,23
52992,400
52993,85
52994,364
52997,60
53003,123
53078,241
53079,36
53084,103
53086,48
53097,139
53105,21
53128,39
53157,148
53160,27
53165,80
53187,242
53212,20
53259,83
53269,22
53281,45
53285,24
53296,156
53301,36
53302,40
53328,59
53338,216
53367,95
53384,45
53454,107
53465,42
53481,29
53526,24
53532,26
53533,147
53543,23
53566,35
53567,21
53594,442
53605,400
53615,59
53628,150
53642,122
53648,75
53649,49
53690,21
53710,48
53712,55
53740,33
53756,30
53762,53
53776,83
53786,53
53792,215
53797,21
53811,198
53825,30
53836,144
53869,63
53883,328
53897,45
53903,785
53907,32
53940,104
53960,40
53962,22
53978,110
53984,228
53988,68
54002,88
54011,22
54037,45
54043,113
54076,52
54119,125
54130,403
54152,356
54165,44
54172,100
54207,28
54209,45
54229,135
54234,20
54245,59
54259,1432
54283,82
54291,473
54299,37
54334,22
54336,59
54350,24
54357,62
54359,238
54382,47
54442,25
54450,125
54460,43
54486,407
54491,87
54500,27
54513,415
54539,57
54542,52
54549,1575
54550,34
54559,114
54560,966
54595,546
54600,35
54603,316
54616,21
54656,317
54665,30
54677,59
54702,507
54709,27
54724,428
54730,699
54732,22
54734,100
54742,109
54781,121
54811,75
54853,28
54888,23
54895,75
54918,53
54939,232
54952,22
54963,37
54978,1228
55003,55
55009,31
55013,80
55019,117
55025,25
55035,367
55040,132
55063,120
55064,75
55078,256
55084,40
55105,22
55123,172
55138,33
55155,29
55158,55
55170,172
55202,84
55218,23
55232,24
55236,169
55239,31
55268,61
55269,35
55270,37
55276,51
55294,28
55315,31
55336,96
55347,30
55352,61
55391,982
55423,44
55443,20
55453,30
55455,23
55456,284
55459,72
55465,35
55491,85
55493,1185
55523,102
55533,126
55545,202
55551,110
55555,39
55557,37
55571,113
55573,227
55576,33
55584,41
55605,27
55607,188
55664,28
55680,30
55691,84
55703,533
55716,20
55718,85
55719,97
55722,558
55728,150
55729,339
55734,40
55743,31
55786,212
55804,382
55806,158
55812,31
55823,21
55826,38
55841,33
55844,536
55881,37
55882,49
55903,823
55940,152
55943,166
55951,149
55962,139
55984,73
55988,100
56027,37
56033,109
56042,68
56048,127
56049,74
56050,105
56076,85
56103,50
56142,213
56150,140
56189,33
56196,69
56216,36
56221,593
56222,149
56224,55
56230,38
56242,100
56247,27
56250,300
56279,93
56282,27
56295,32
56307,30
56321,182
56333,473
56374,91
56388,20
56412,20
56415,22
56437,35
56441,25
56451,725
56486,28
56489,144
56493,142
56496,316
56514,34
56520,1317
56524,25
56528,22
56529,33
56539,36
56555,42
56604,131
56626,69
56632,50
56638,71
56642,53
56647,21
56660,33
56685,214
56712,86
56728,64
56750,47
56752,46
56760,104
56767,29
56803,20
56810,106
56812,118
56826,75
56829,160
56857,41
56871,47
56874,24
56903,32
56919,380
56924,106
56930,36
56932,195
56935,50
56942,41
56952,223
56969,268
56979,21
56981,224
56997,125
57004,83
57025,28
57026,24
57035,152
57053,790
57072,282
57082,190
57093,255
57099,360
57133,93
57148,21
57163,68
57169,21
57170,363
57203,20
57220,250
57221,158
57228,26
57229,41
57241,101
57242,112
57243,21
57259,62
57275,86
57280,254
57302,26
57313,35
57318,95
57330,106
57348,38
57364,99
57406,612
57412,87
57433,135
57477,23
57484,320
57489,512
57500,85
57503,47
57507,20
57514,114
57540,117
57543,629
57547,210
57549,23
57552,187
57553,59
57562,24
57567,24
57580,24
57585,205
57593,124
57601,120
57616,20
57627,101
57643,130
57644,101
57646,43
57660,47
57669,49
57693,157
57699,51
57707,76
57713,20
57719,20
57721,101
57722,44
57726,47
57740,94
57750,47
57780,105
57785,87
57787,649
57792,73
57797,38
57806,27
57816,31
57851,20
57860,29
57863,44
57869,42
57910,41
57942,194
57947,84
57978,230
57982,133
57995,671
58009,79
58015,255
58019,337
58050,137
58070,57
58071,133
58084,48
58100,62
58110,368
58155,411
58157,100
58163,120
58202,614
58221,40
58234,251
58235,76
58279,21
58295,51
58299,96
58338,32
58344,22
58350,65
58365,58
58379,60
58392,262
58401,46
58408,20
58425,35
58438,23
58447,119
58491,40
58495,119
58497,268
58502,20
58509,23
58511,22
58542,21
58544,45
58546,86
58549,212
58555,50
58589,103
58592,112
58595,152
58603,126
58656,26
58674,119
58685,133
58695,61
58700,278
58702,55
58712,191
58741,34
58742,385
58743,195
58770,25
58820,25
58831,821
58854,31
58866,85
58875,107
58919,197
58921,170
58937,155
58944,226
58964,787
58978,26
58998,41
59011,26
59038,56
59042,25
59051,40
59068,296
59091,28
59129,29
59141,55
59176,279
59182,20
59186,116
59203,272
59215,85
59216,35
59237,21
59244,31
59259,34
59265,25
59269,564
59280,259
59310,62
59321,56
59339,58
59349,152
59351,71
59356,51
59359,794
59362,391
59363,198
59366,32
59375,21
59390,20
59407,2426
59409,969
59413,102
59416,57
59420,28
59443,600
59455,353
59468,21
59473,32
59481,223
59488,39
59497,105
59541,23
59555,98
59598,39
59599,38
59615,302
59626,28
59627,95
59632,65
59637,23
59644,45
59690,101
59691,200
59707,211
59740,220
59741,27
59745,558
59749,25
59767,50
59779,51
59785,31
59787,55
59800,28
59812,376
59818,92
59889,59
59892,89
59895,286
59908,59
59910,22
59931,770
59935,51
59954,485
59968,228
59970,272
59972,20
59999,89
60022,273
60023,57
60030,67
60035,513
60050,20
60064,119
60083,32
60093,37
60105,53
60121,86
60138,1181
60139,21
60183,35
60223,163
60236,187
60269,29
60316,229
60317,20
60328,39
60339,54
60356,136
60366,41
60370,26
60371,197
60378,20
60386,55
60413,201
60422,29
60448,21
60462,206
60498,30
60503,35
60508,279
60528,23
60531,40
60542,85
60608,130
60650,489
60651,46
60656,196
60678,22
60685,76
60695,197
60699,146
60731,81
60736,160
60751,82
60765,69
60777,395
60781,130
60797,50
60804,48
60812,46
60827,424
60831,34
60856,77
60858,108
60879,28
60883,37
60893,153
60895,27
60905,188
60916,68
60920,37
60922,30
60957,68
60974,202
60975,179
60986,77
60995,176
60996,62
61019,56
61027,98
61034,34
61043,92
61050,453
61063,371
61068,235
61078,20
61087,217
61092,103
61101,31
61129,27
61147,38
61156,278
61180,66
61191,27
61196,97
61198,88
61215,323
61234,27
61242,27
61282,171
61290,29
61301,21
61305,468
61306,20
61348,39
61349,193
61355,32
61381,23
61397,140
61407,69
61408,245
61415,28
61428,31
61431,34
61453,28
61457,100
61459,57
61464,31
61468,399
61473,79
61510,29
61513,61
61515,85
61544,20
61545,76
61549,77
61561,155
61569,90
61581,22
61588,79
61590,28
61606,39
61611,51
61623,58
61628,200
61665,22
61667,326
61670,99
61673,103
61680,28
61703,48
61705,269
61707,44
61714,406
61745,148
61758,26
61770,131
61771,76
61773,31
61789,84
61793,49
61797,66
61799,308
61813,113
61818,22
61824,459
61850,508
61858,115
61868,152
61885,26
61894,114
61911,105
61920,124
61921,24
61924,58
61939,92
61946,37
61999,21
62007,287
62012,50
62020,25
62060,53
62068,59
62081,90
62106,38
62120,48
62128,33
62138,26
62152,21
62154,247
62157,20
62183,71
62185,20
62209,34
62220,39
62221,24
62228,51
62236,58
62241,34
62253,626
62265,300
62278,98
62281,191
62294,53
62317,106
62322,236
62333,35
62337,128
62367,110
62368,797
62372,22
62377,230
62385,114
62393,43
62401,113
62417,87
62420,304
62440,36
62442,25
62531,27
62532,189
62546,61
62549,24
62558,325
62561,194
62563,93
62570,141
62587,20
62604,68
62614,58
62633,210
62637,161
62659,303
62663,55
62667,39
62686,206
62694,184
62711,38
62746,22
62767,68
62783,28
62813,30
62826,56
62830,22
62834,27
62861,127
62862,183
62925,1981
62929,709
62943,69
62945,25
62957,253
62959,75
62973,298
62985,42
62997,171
63020,60
63022,161
63023,206
63044,53
63083,363
63088,62
63092,78
63103,71
63104,89
63114,50
63141,39
63144,29
63145,53
63147,3958
63150,43
63163,66
63165,408
63176,37
63208,21
63251,770
63255,536
63256,21
63258,23
63262,99
63266,399
63274,214
63275,317
63300,20
63307,119
63309,65
63334,126
63348,66
63349,26
63377,286
63420,49
63425,123
63434,77
63439,43
63479,378
63494,594
63504,42
63505,23
63549,176
63558,267
63559,49
63567,78
63574,1034
63586,28
63665,109
63669,29
63688,307
63709,57
63728,182
63753,42
63789,53
63812,208
63813,30
63816,57
63825,583
63830,86
63840,176
63859,65
63863,390
63865,23
63886,130
63895,251
63900,30
63918,28
63925,189
63931,24
63932,662
63933,22
63939,392
63948,165
63961,20
63982,653
63987,24
63998,48
64005,84
64009,84
64021,44
64023,102
64029,22
64045,61
64058,51
64059,111
64081,20
64131,196
64138,31
64179,120
64196,67
64206,22
64209,176
64230,83
64234,21
64235,67
64259,33
64261,38
64276,33
64277,54
64279,168
64314,62
64333,38
64339,42
64351,115
64396,134
64402,55
64418,54
64446,53
64458,223
64477,185
64482,149
64495,51
64508,577
64509,356
64520,122
64538,117
64563,389
64571,123
64590,149
64592,92
64613,61
64627,49
64646,42
64654,25
64671,111
64682,44
64690,104
64701,20
64715,48
64728,248
64729,56
64767,242
64779,282
64795,31
64832,104
64833,67
64837,85
64840,83
64841,96
64857,582
64882,1134
64901,993
64926,21
64932,26
64937,20
64943,32
64946,46
64949,1166
64970,28
64998,47
65008,54
65015,72
65075,77
65082,56
65110,70
65121,36
65122,49
65145,28
65155,317
65170,463
65175,153
65186,72
65203,35
65222,48
65258,132
65267,45
65283,59
65288,438
65298,205
65350,229
65374,28
65382,59
65389,640
65405,253
65409,985
65426,134
65428,56
65439,92
65444,353
65459,356
65464,29
65465,28
65507,156
65511,68
65515,102
65544,186
65551,116
65558,184
65561,38
65576,74
65597,27
65600,250
65614,119
65636,21
65649,46
65680,177
65719,200
65728,146
65735,24
65797,20
65803,36
65814,149
65828,27
65832,187
65847,101
65849,20
65854,95
65867,27
65886,28
65895,46
65898,48
65909,28
65910,134
65921,36
65923,54
65956,21
66022,20
66023,1470
66037,30
66068,30
66102,219
66103,55
66110,20
66121,68
66137,75
66147,46
66158,64
66161,37
66202,120
66203,49
66208,240
66210,21
66211,527
66229,38
66268,29
66281,310
66286,147
66294,60
66297,38
66303,31
66318,28
66321,29
66324,72
66327,122
66365,57
66369,100
66372,25
66392,21
66424,63
66432,217
66437,198
66458,235
66493,175
66506,20
66507,38
66518,281
66527,78
66542,43
66561,24
66585,58
66599,217
66602,33
66610,21
66625,235
66635,1234
66640,47
66643,88
66650,328
66664,22
66692,70
66702,29
66712,245
66756,48
66763,2654
66772,81
66782,33
66795,215
66814,26
66827,759
66828,22
66832,110
66859,534
66906,121
66908,42
66911,245
66913,45
66929,651
66944,211
66949,190
66953,260
66978,21
66985,204
66997,37
67006,53
67022,1118
67023,57
67031,70
67043,421
67063,96
67105,371
67117,864
67124,164
67198,48
67209,20
67212,29
67222,55
67247,25
67256,131
67261,39
67263,203
67277,56
67306,53
67310,210
67320,36
67343,20
67354,55
67377,64
67410,67
67415,305
67423,222
67427,60
67431,40
67434,76
67437,24
67440,97
67441,55
67450,65
67452,179
67455,45
67483,32
67505,29
67522,21
67542,120
67558,20
67562,513
67565,41
67569,1038
67580,47
67643,109
67649,68
67666,837
67679,25
67720,188
67726,34
67731,231
67764,239
67766,283
67771,22
67774,43
67788,68
67794,24
67797,24
67806,139
67807,97
67821,30
67830,1005
67844,21
67878,37
67901,276
67918,24
67933,188
67934,47
67946,58
67949,33
67984,24
67995,93
68006,38
68008,122
68012,63
68035,68
68037,184
68041,81
68080,106
68097,63
68108,65
68129,360
68132,310
68147,86
68162,65
68165,21
68182,53
68217,78
68220,29
68222,347
68225,35
68235,98
68247,115
68253,187
68262,115
68273,60
68291,132
68337,57
68339,26
68354,75
68377,60
68382,128
68418,76
68431,207
68464,31
68468,358
68504,41
68518,24
68522,44
68544,312
68550,26
68557,316
68559,77
68583,38
68600,50
68631,78
68641,347
68645,120
68663,30
68691,58
68703,80
68711,29
68769,35
68773,46
68774,45
68787,239
68793,42
68808,41
68830,48
68866,26
68878,404
68880,87
68882,232
68894,102
68906,167
68914,620
68929,42
68949,334
68961,742
68985,515
68991,43
68997,74
69015,24
69087,74
69101,26
69112,26
69147,28
69162,214
69174,72
69184,20
69190,20
69240,104
69243,53
69246,26
69250,147
69270,41
69286,316
69289,48
69302,29
69309,275
69317,70
69322,96
69330,25
69332,38
69345,426
69349,82
69370,148
69393,27
69394,132
69406,297
69407,348
69412,28
69422,33
69433,30
69437,36
69438,24
69450,31
69457,101
69472,64
69475,306
69508,70
69512,109
69526,42
69536,115
69551,333
69594,405
69595,380
69616,35
69617,154
69621,33
69628,108
69630,355
69656,98
69679,52
69697,22
69707,39
69710,72
69737,61
69742,80
69746,21
69750,36
69767,142
69775,157
69785,137
69819,38
69824,113
69827,115
69848,81
69862,170
69864,25
69895,282
69902,59
69911,77
69926,73
69936,32
69943,24
69946,502
69947,76
69966,52
69983,49
69985,100
69997,205
70021,356
70080,235
70083,106
70101,30
70104,21
70118,542
70144,206
70150,50
70173,198
70181,85
70184,116
70223,41
70252,89
70263,364
70264,42
70271,24
70279,571
70282,1107
70283,31
70306,26
70316,69
70348,21
70358,150
70367,63
70371,240
70377,53
70394,155
70403,57
70416,197
70422,595
70424,23
70442,140
70447,246
70450,197
70453,813
70457,180
70488,27
70499,33
70523,32
70564,35
70572,76
70607,52
70611,22
70668,20
70671,26
70691,24
70701,497
70702,21
70714,76
70715,95
70721,926
70722,21
70731,52
70762,24
70764,103
70821,423
70833,59
70840,37
70856,108
70858,22
70876,113
70890,301
70902,394
70903,83
70905,335
70925,24
70944,24
70956,72
70965,73
70969,53
70988,168
70992,760
70999,34
71004,63
71014,65
71021,68
71050,63
71065,44
71071,43
71072,20
71080,440
71107,101
71115,86
71127,615
71131,90
71156,62
71172,23
71177,26
71180,130
71190,345
71191,22
71192,154
71194,106
71201,25
71223,89
71225,30
71231,339
71246,98
71278,74
71287,798
71288,39
71289,108
71299,154
71307,141
71310,30
71311,30
71312,55
71322,71
71329,85
71344,99
71356,193
71359,41
71377,231
71378,25
71383,135
71392,39
71393,167
71394,103
71407,384
71421,161
71424,31
71427,144
71447,23
71465,74
71482,119
71500,21
71501,26
71526,771
71528,34
71530,39
71532,317
71539,93
71540,58
71561,38
71600,22
71601,24
71633,25
71640,117
71641,190
71666,74
71669,29
71686,549
71707,29
71721,212
71725,26
71728,111
71734,79
71744,38
71767,326
71784,58
71802,49
71820,125
71838,287
71867,145
71871,179
71890,45
71891,78
71904,63
71911,297
71923,53
71925,45
71938,20
71956,135
71963,24
71974,411
71981,22
71986,21
71989,20
72008,2744
72010,125
72060,52
72070,40
72073,526
72104,54
72109,188
72133,21
72158,343
72162,116
72171,22
72172,67
72178,38
72195,23
72196,23
72206,31
72214,37
72234,104
72235,52
72286,28
72302,257
72305,183
72312,59
72319,30
72350,242
72351,84
72353,59
72376,108
72386,42
72407,23
72453,96
72474,65
72487,94
72510,119
72545,22
72549,274
72555,523
72561,122
72571,47
72586,77
72602,27
72609,20
72622,69
72632,147
72659,1187
72665,744
72666,30
72685,464
72700,67
72701,166
72738,285
72740,78
72759,33
72784,49
72786,21
72788,146
72798,32
72819,54
72826,42
72829,20
72841,222
72846,323
72851,284
72857,20
72871,28
72881,33
72891,131
72900,215
72909,27
72926,24
72930,34
72943,87
72950,214
72958,70
72961,94
72979,49
72980,46
72993,57
73017,211
73024,385
73027,122
73042,167
73060,28
73113,39
73168,152
73171,63
73181,32
73186,28
73202,159
73203,22
73216,463
73235,22
73250,239
73263,38
73273,90
73274,58
73281,26
73298,29
73309,357
73317,47
73350,45
73352,119
73353,40
73371,150
73382,638
73384,20
73385,65
73397,50
73401,47
73422,309
73430,85
73460,64
73461,115
73515,42
73529,312
73543,51
73576,162
73582,20
73591,235
73604,30
73608,47
73612,46
73615,162
73628,91
73642,23
73652,125
73704,107
73724,20
73726,54
73730,50
73732,356
73739,75
73745,38
73756,197
73802,26
73808,71
73817,179
73818,21
73819,26
73821,358
73822,30
73837,21
73845,23
73867,56
73876,37
73896,71
73918,30
73927,44
73938,177
73941,56
73943,374
73947,236
73956,163
73964,158
73983,56
73984,416
73999,102
74003,110
74027,278
74034,126
74035,23
74043,53
74047,222
74063,103
74107,21
74110,118
74112,114
74160,205
74164,83
74181,140
74186,30
74225,34
74227,55
74228,27
74235,138
74243,204
74244,200
74284,47
74291,461
74304,207
74310,138
74313,201
74318,762
74326,264
74349,26
74353,209
74354,86
74359,86
74382,229
74447,20
74457,104
74460,27
74470,50
74479,42
74493,45
74497,82
74504,145
74518,125
74535,57
74565,192
74602,152
74609,384
74621,20
74626,45
74642,20
74650,43
74651,154
74665,29
74681,39
74688,250
74707,1173
74735,549
74771,81
74801,83
74812,132
74819,145
74835,133
74887,25
74903,20
74941,64
74948,21
74974,139
74982,39
74998,63
75013,341
75017,63
75026,246
75034,461
75042,62
75055,89
75140,78
75148,164
75149,61
75151,61
75154,84
75175,31
75194,376
75224,34
75231,110
75249,21
75252,54
75260,27
75289,46
75306,34
75308,48
75318,36
75320,68
75334,218
75341,56
75343,51
75348,34
75373,127
75399,209
75409,87
75425,43
75434,243
75436,212
75443,21
75450,212
75462,43
75476,100
75491,59
75494,189
75508,63
75509,162
75512,223
75522,39
75523,121
75524,23
75548,44
75556,60
75577,75
75591,81
75597,277
75619,41
75620,38
75621,157
75637,296
75648,82
75666,91
75682,29
75709,27
75738,52
75741,23
75763,262
75774,37
75819,26
75846,22
75870,22
75885,84
75897,619
75926,40
75935,400
75964,84
75969,33
75974,156
75982,86
76036,30
76044,213
76067,30
76077,22
76081,42
76102,112
76111,38
76165,50
76180,39
76192,32
76230,61
76231,68
76258,26
76261,46
76296,24
76317,310
76324,66
76335,29
76338,70
76348,81
76350,25
76353,273
76363,52
76365,132
76377,23
76379,25
76394,59
76396,23
76398,51
76399,50
